X,Y,id,name,highway
-72.7409269,42.8458676,265942726,Ho Chi Minh Trail,footway
-72.7410476,42.8456887,265942726,Ho Chi Minh Trail,footway
-72.7411253,42.8453878,265942726,Ho Chi Minh Trail,footway
-72.7411629,42.8452285,265942726,Ho Chi Minh Trail,footway
-72.7414097,42.8446425,265942726,Ho Chi Minh Trail,footway
-72.7415009,42.8444537,265942726,Ho Chi Minh Trail,footway
-72.7416108,42.844082,265942726,Ho Chi Minh Trail,footway
-72.7415974,42.8439325,265942726,Ho Chi Minh Trail,footway
-72.7415867,42.8437614,265942726,Ho Chi Minh Trail,footway
-72.7416403,42.8435943,265942726,Ho Chi Minh Trail,footway
-72.7416698,42.843431,265942726,Ho Chi Minh Trail,footway
-72.7416993,42.8433543,265942726,Ho Chi Minh Trail,footway
-72.7417637,42.8432363,265942726,Ho Chi Minh Trail,footway
-72.7418388,42.8429708,265942726,Ho Chi Minh Trail,footway
-72.7419381,42.842786,265942726,Ho Chi Minh Trail,footway
-72.7419461,42.8426463,265942726,Ho Chi Minh Trail,footway
-72.7420105,42.8424221,265942726,Ho Chi Minh Trail,footway
-72.7420132,42.8422451,265942726,Ho Chi Minh Trail,footway
-72.7419729,42.842015,265942726,Ho Chi Minh Trail,footway
-72.7419179,42.8418911,265942726,Ho Chi Minh Trail,footway
-72.7419085,42.841722,265942726,Ho Chi Minh Trail,footway
-72.7418938,42.8415588,265942726,Ho Chi Minh Trail,footway
-72.7418884,42.8414457,265942726,Ho Chi Minh Trail,footway
-72.7418415,42.8413237,265942726,Ho Chi Minh Trail,footway
-72.7417999,42.8412441,265942726,Ho Chi Minh Trail,footway
-72.7417677,42.8410897,265942726,Ho Chi Minh Trail,footway
-72.7417007,42.8408458,265942726,Ho Chi Minh Trail,footway
-72.741643,42.8407259,265942726,Ho Chi Minh Trail,footway
-72.7416363,42.8407023,265942726,Ho Chi Minh Trail,footway
-72.7416417,42.8406728,265942726,Ho Chi Minh Trail,footway
-72.741643,42.8406452,265942726,Ho Chi Minh Trail,footway
-72.7416229,42.8405282,265942726,Ho Chi Minh Trail,footway
-72.7416323,42.8404899,265942726,Ho Chi Minh Trail,footway
-72.7416443,42.8404722,265942726,Ho Chi Minh Trail,footway
-72.7416376,42.8404328,265942726,Ho Chi Minh Trail,footway
-72.7416376,42.8403856,265942726,Ho Chi Minh Trail,footway
-72.7416108,42.8403129,265942726,Ho Chi Minh Trail,footway
-72.7415813,42.8402234,265942726,Ho Chi Minh Trail,footway
-72.741584,42.8401732,265942726,Ho Chi Minh Trail,footway
-72.741588,42.8401329,265942726,Ho Chi Minh Trail,footway
-72.741592,42.8400759,265942726,Ho Chi Minh Trail,footway
-72.7416108,42.8400237,265942726,Ho Chi Minh Trail,footway
-72.741647,42.8399274,265942726,Ho Chi Minh Trail,footway
-72.7416698,42.8398871,265942726,Ho Chi Minh Trail,footway
-72.7416685,42.8398418,265942726,Ho Chi Minh Trail,footway
-72.7416658,42.8396864,265942726,Ho Chi Minh Trail,footway
-72.7416618,42.8396324,265942726,Ho Chi Minh Trail,footway
-72.7416859,42.8395714,265942726,Ho Chi Minh Trail,footway
-72.741706,42.8395439,265942726,Ho Chi Minh Trail,footway
-72.7417007,42.8395085,265942726,Ho Chi Minh Trail,footway
-72.7416725,42.8393855,265942726,Ho Chi Minh Trail,footway
-72.7416658,42.8393029,265942726,Ho Chi Minh Trail,footway
-72.7416484,42.8392479,265942726,Ho Chi Minh Trail,footway
-72.7416712,42.8392174,265942726,Ho Chi Minh Trail,footway
-72.7416779,42.8392007,265942726,Ho Chi Minh Trail,footway
-72.7416645,42.8391603,265942726,Ho Chi Minh Trail,footway
-72.7416779,42.8390984,265942726,Ho Chi Minh Trail,footway
-72.7416993,42.8390325,265942726,Ho Chi Minh Trail,footway
-72.7417087,42.8389951,265942726,Ho Chi Minh Trail,footway
-72.7417436,42.8389401,265942726,Ho Chi Minh Trail,footway
-72.7417624,42.8388909,265942726,Ho Chi Minh Trail,footway
-72.7417758,42.8388575,265942726,Ho Chi Minh Trail,footway
-72.7417878,42.8388162,265942726,Ho Chi Minh Trail,footway
-72.7418026,42.8387857,265942726,Ho Chi Minh Trail,footway
-72.7417999,42.8387611,265942726,Ho Chi Minh Trail,footway
-72.7417758,42.838707,265942726,Ho Chi Minh Trail,footway
-72.7417731,42.8386047,265942726,Ho Chi Minh Trail,footway
-72.7417865,42.8385379,265942726,Ho Chi Minh Trail,footway
-72.7417827,42.8385062,265942726,Ho Chi Minh Trail,footway
-72.7355855,42.8446759,305781076,,footway
-72.7355117,42.8447408,305781076,,footway
-72.7354728,42.8447959,305781076,,footway
-72.7354286,42.8448362,305781076,,footway
-72.7353789,42.8448873,305781076,,footway
-72.7353159,42.8449689,305781076,,footway
-72.7352783,42.8450417,305781076,,footway
-72.7352502,42.8451361,305781076,,footway
-72.735226,42.845198,305781076,,footway
-72.7352046,42.8452315,305781076,,footway
-72.7351684,42.8452698,305781076,,footway
-72.7351,42.8453357,305781076,,footway
-72.7350651,42.845374,305781076,,footway
-72.7350544,42.8454055,305781076,,footway
-72.7350383,42.8454625,305781076,,footway
-72.7350276,42.8454989,305781076,,footway
-72.7350262,42.845556,305781076,,footway
-72.7350155,42.8456307,305781076,,footway
-72.7350111,42.8456836,305781076,,footway
-72.7270064,42.8392036,305782768,,footway
-72.7270788,42.8393354,305782768,,footway
-72.7271352,42.8394278,305782768,,footway
-72.7272988,42.8395006,305782768,,footway
-72.7274999,42.8395124,305782768,,footway
-72.7276206,42.8395439,305782768,,footway
-72.7276931,42.8396088,305782768,,footway
-72.7277119,42.8396381,305782768,,footway
-72.7277333,42.8396717,305782768,,footway
-72.7278915,42.8397681,305782768,,footway
-72.727972,42.8398271,305782768,,footway
-72.7280042,42.8398939,305782768,,footway
-72.7280122,42.8399706,305782768,,footway
-72.7279747,42.8400906,305782768,,footway
-72.7279532,42.8402126,305782768,,footway
-72.7279506,42.8402952,305782768,,footway
-72.7279559,42.8403856,305782768,,footway
-72.7279827,42.8404722,305782768,,footway
-72.727964,42.8405587,305782768,,footway
-72.7279532,42.8406511,305782768,,footway
-72.727972,42.840775,305782768,,footway
-72.7279881,42.8408458,305782768,,footway
-72.7280149,42.8408989,305782768,,footway
-72.7280391,42.8409363,305782768,,footway
-72.7280739,42.8409461,305782768,,footway
-72.7281061,42.8409461,305782768,,footway
-72.7281356,42.8409343,305782768,,footway
-72.7281678,42.8409088,305782768,,footway
-72.728208,42.8408557,305782768,,footway
-72.7282456,42.840777,305782768,,footway
-72.7283207,42.8407377,305782768,,footway
-72.7284468,42.8407141,305782768,,footway
-72.7285889,42.8407042,305782768,,footway
-72.728715,42.8407062,305782768,,footway
-72.7287499,42.840718,305782768,,footway
-72.7287659,42.8407357,305782768,,footway
-72.7287633,42.8407652,305782768,,footway
-72.7287284,42.8408065,305782768,,footway
-72.728664,42.8408557,305782768,,footway
-72.7285996,42.8409717,305782768,,footway
-72.7285648,42.8411035,305782768,,footway
-72.7285675,42.8411881,305782768,,footway
-72.7285996,42.8412982,305782768,,footway
-72.7286908,42.8414162,305782768,,footway
-72.7288008,42.8415224,305782768,,footway
-72.7288625,42.8416168,305782768,,footway
-72.7288813,42.8417053,305782768,,footway
-72.7289081,42.8417958,305782768,,footway
-72.7289269,42.8418862,305782768,,footway
-72.7289161,42.8419472,305782768,,footway
-72.7289564,42.8420809,305782768,,footway
-72.7290556,42.8422324,305782768,,footway
-72.729128,42.8423327,305782768,,footway
-72.7291575,42.842431,305782768,,footway
-72.7292166,42.8425588,305782768,,footway
-72.7293078,42.8427004,305782768,,footway
-72.7293131,42.8428086,305782768,,footway
-72.7293078,42.8429443,305782768,,footway
-72.7293319,42.8430092,305782768,,footway
-72.7293721,42.8430643,305782768,,footway
-72.7294526,42.843139,305782768,,footway
-72.729517,42.8431803,305782768,,footway
-72.7297047,42.8432688,305782768,,footway
-72.7297771,42.8433219,305782768,,footway
-72.7298254,42.8433789,305782768,,footway
-72.7298872,42.8434604,305782768,,footway
-72.7277119,42.8396381,305783317,,footway
-72.7277843,42.8396186,305783317,,footway
-72.7278835,42.8396009,305783317,,footway
-72.7280257,42.839597,305783317,,footway
-72.7281356,42.8395832,305783317,,footway
-72.7282483,42.8395281,305783317,,footway
-72.7283422,42.8394475,305783317,,footway
-72.7284682,42.8393334,305783317,,footway
-72.7285594,42.8392882,305783317,,footway
-72.728715,42.8392843,305783317,,footway
-72.7288223,42.8392862,305783317,,footway
-72.7289376,42.8392784,305783317,,footway
-72.7290368,42.8392646,305783317,,footway
-72.7291146,42.8392725,305783317,,footway
-72.7291629,42.8392941,305783317,,footway
-72.7291978,42.8393354,305783317,,footway
-72.7292327,42.8394003,305783317,,footway
-72.7292192,42.8395321,305783317,,footway
-72.7291817,42.8396973,305783317,,footway
-72.7291415,42.839833,305783317,,footway
-72.7291522,42.8398762,305783317,,footway
-72.7291441,42.8399038,305783317,,footway
-72.7290878,42.8399254,305783317,,footway
-72.7290529,42.8399588,305783317,,footway
-72.7290315,42.8400395,305783317,,footway
-72.729002,42.8401142,305783317,,footway
-72.7289081,42.8402539,305783317,,footway
-72.728825,42.8404427,305783317,,footway
-72.728774,42.8405272,305783317,,footway
-72.7287874,42.8406059,305783317,,footway
-72.7288598,42.8407023,305783317,,footway
-72.7289376,42.8407672,305783317,,footway
-72.7290342,42.8408557,305783317,,footway
-72.7291307,42.8409029,305783317,,footway
-72.7291844,42.8409107,305783317,,footway
-72.7292648,42.8409068,305783317,,footway
-72.7294016,42.8409166,305783317,,footway
-72.7294928,42.8409088,305783317,,footway
-72.7296001,42.840895,305783317,,footway
-72.7296994,42.8409166,305783317,,footway
-72.7297637,42.8409717,305783317,,footway
-72.729804,42.8410327,305783317,,footway
-72.7298791,42.8410622,305783317,,footway
-72.7299729,42.841074,305783317,,footway
-72.7301285,42.8410858,305783317,,footway
-72.7302975,42.8410779,305783317,,footway
-72.7303914,42.8410937,305783317,,footway
-72.7304799,42.8411291,305783317,,footway
-72.730563,42.8412018,305783317,,footway
-72.7306703,42.841249,305783317,,footway
-72.7307722,42.841312,305783317,,footway
-72.7308956,42.8413316,305783317,,footway
-72.7309734,42.8413277,305783317,,footway
-72.7310539,42.8412903,305783317,,footway
-72.7310968,42.8412294,305783317,,footway
-72.7311397,42.841194,305783317,,footway
-72.7312148,42.8411586,305783317,,footway
-72.7313114,42.8411409,305783317,,footway
-72.7313972,42.841133,305783317,,footway
-72.7315447,42.8411212,305783317,,footway
-72.731644,42.8410897,305783317,,footway
-72.7316811,42.8410768,305783317,,footway
-72.7318854,42.8410768,305783317,,footway
-72.7319551,42.8409992,305783317,,footway
-72.7320865,42.8408596,305783317,,footway
-72.7321777,42.8407475,305783317,,footway
-72.7322555,42.8406688,305783317,,footway
-72.7323601,42.8406118,305783317,,footway
-72.7324728,42.8405784,305783317,,footway
-72.7325666,42.8405272,305783317,,footway
-72.7336812,42.8384705,306520074,Lower Loop,footway
-72.7337,42.8382896,306520074,Lower Loop,footway
-72.7336946,42.8382463,306520074,Lower Loop,footway
-72.7336544,42.8381243,306520074,Lower Loop,footway
-72.7336142,42.838028,306520074,Lower Loop,footway
-72.7335954,42.8379513,306520074,Lower Loop,footway
-72.733531,42.83779,306520074,Lower Loop,footway
-72.7334532,42.837672,306520074,Lower Loop,footway
-72.7334076,42.8376169,306520074,Lower Loop,footway
-72.7333245,42.8375245,306520074,Lower Loop,footway
-72.733244,42.837434,306520074,Lower Loop,footway
-72.733177,42.8372924,306520074,Lower Loop,footway
-72.7331501,42.8371842,306520074,Lower Loop,footway
-72.7331314,42.8371036,306520074,Lower Loop,footway
-72.7331045,42.8370741,306520074,Lower Loop,footway
-72.7330724,42.8370544,306520074,Lower Loop,footway
-72.7330563,42.8370131,306520074,Lower Loop,footway
-72.7330429,42.8369285,306520074,Lower Loop,footway
-72.7330429,42.8368656,306520074,Lower Loop,footway
-72.7330724,42.8367692,306520074,Lower Loop,footway
-72.7331099,42.8366787,306520074,Lower Loop,footway
-72.7331582,42.8365725,306520074,Lower Loop,footway
-72.7331609,42.8365371,306520074,Lower Loop,footway
-72.7331931,42.8364938,306520074,Lower Loop,footway
-72.7332869,42.8363935,306520074,Lower Loop,footway
-72.7333755,42.8362657,306520074,Lower Loop,footway
-72.733464,42.8361496,306520074,Lower Loop,footway
-72.7335417,42.8360257,306520074,Lower Loop,footway
-72.7336705,42.8359116,306520074,Lower Loop,footway
-72.7337724,42.8358074,306520074,Lower Loop,footway
-72.7338368,42.8357563,306520074,Lower Loop,footway
-72.7338931,42.835654,306520074,Lower Loop,footway
-72.7339012,42.8355714,306520074,Lower Loop,footway
-72.7339307,42.8354573,306520074,Lower Loop,footway
-72.7339736,42.8353452,306520074,Lower Loop,footway
-72.7340031,42.8352114,306520074,Lower Loop,footway
-72.733995,42.8350797,306520074,Lower Loop,footway
-72.7339602,42.8349518,306520074,Lower Loop,footway
-72.7339682,42.8347846,306520074,Lower Loop,footway
-72.7339521,42.834643,306520074,Lower Loop,footway
-72.7339843,42.8344522,306520074,Lower Loop,footway
-72.7340165,42.8342831,306520074,Lower Loop,footway
-72.7340675,42.8341375,306520074,Lower Loop,footway
-72.7341131,42.8340136,306520074,Lower Loop,footway
-72.7341292,42.8339054,306520074,Lower Loop,footway
-72.7341748,42.8337343,306520074,Lower Loop,footway
-72.7342096,42.8335868,306520074,Lower Loop,footway
-72.7342123,42.8335159,306520074,Lower Loop,footway
-72.7341962,42.8334766,306520074,Lower Loop,footway
-72.7341694,42.8334333,306520074,Lower Loop,footway
-72.7341426,42.8334196,306520074,Lower Loop,footway
-72.7341399,42.8333999,306520074,Lower Loop,footway
-72.7341452,42.8333625,306520074,Lower Loop,footway
-72.7341077,42.8332484,306520074,Lower Loop,footway
-72.7340728,42.8331678,306520074,Lower Loop,footway
-72.7340675,42.8330281,306520074,Lower Loop,footway
-72.7340782,42.8328983,306520074,Lower Loop,footway
-72.7341131,42.832741,306520074,Lower Loop,footway
-72.7341479,42.8325993,306520074,Lower Loop,footway
-72.7341399,42.832503,306520074,Lower Loop,footway
-72.7341506,42.8324321,306520074,Lower Loop,footway
-72.7341506,42.8322728,306520074,Lower Loop,footway
-72.7341694,42.8321882,306520074,Lower Loop,footway
-72.7341613,42.8321194,306520074,Lower Loop,footway
-72.7341613,42.8319758,306520074,Lower Loop,footway
-72.7341667,42.8318814,306520074,Lower Loop,footway
-72.7341855,42.8317496,306520074,Lower Loop,footway
-72.7342177,42.8316926,306520074,Lower Loop,footway
-72.7342847,42.8316394,306520074,Lower Loop,footway
-72.7343384,42.8315726,306520074,Lower Loop,footway
-72.7343786,42.8315077,306520074,Lower Loop,footway
-72.7343974,42.831429,306520074,Lower Loop,footway
-72.7344242,42.8313129,306520074,Lower Loop,footway
-72.7344349,42.8311811,306520074,Lower Loop,footway
-72.7344913,42.8310887,306520074,Lower Loop,footway
-72.7345556,42.8309726,306520074,Lower Loop,footway
-72.7345932,42.8309195,306520074,Lower Loop,footway
-72.734612,42.8308094,306520074,Lower Loop,footway
-72.7346468,42.8306107,306520074,Lower Loop,footway
-72.734679,42.8304868,306520074,Lower Loop,footway
-72.7347434,42.8303215,306520074,Lower Loop,footway
-72.7347863,42.8301897,306520074,Lower Loop,footway
-72.7348507,42.8300422,306520074,Lower Loop,footway
-72.7348507,42.8300048,306520074,Lower Loop,footway
-72.7348426,42.8299498,306520074,Lower Loop,footway
-72.7348587,42.8299006,306520074,Lower Loop,footway
-72.7348802,42.8298022,306520074,Lower Loop,footway
-72.7349097,42.8297314,306520074,Lower Loop,footway
-72.7349392,42.8296862,306520074,Lower Loop,footway
-72.734958,42.8296409,306520074,Lower Loop,footway
-72.7349714,42.8295288,306520074,Lower Loop,footway
-72.7349821,42.829395,306520074,Lower Loop,footway
-72.735017,42.8293124,306520074,Lower Loop,footway
-72.7350384,42.829218,306520074,Lower Loop,footway
-72.7350652,42.8290567,306520074,Lower Loop,footway
-72.7350652,42.8289957,306520074,Lower Loop,footway
-72.7350277,42.8289092,306520074,Lower Loop,footway
-72.7349714,42.8287853,306520074,Lower Loop,footway
-72.7348748,42.8286574,306520074,Lower Loop,footway
-72.734848,42.8286003,306520074,Lower Loop,footway
-72.7348238,42.8285158,306520074,Lower Loop,footway
-72.7348238,42.8284351,306520074,Lower Loop,footway
-72.7348426,42.8282659,306520074,Lower Loop,footway
-72.734848,42.8281381,306520074,Lower Loop,footway
-72.7348346,42.8280594,306520074,Lower Loop,footway
-72.734848,42.8279138,306520074,Lower Loop,footway
-72.7348882,42.8277525,306520074,Lower Loop,footway
-72.7349499,42.8275597,306520074,Lower Loop,footway
-72.7350357,42.8273906,306520074,Lower Loop,footway
-72.7351216,42.827302,306520074,Lower Loop,footway
-72.7352637,42.8271545,306520074,Lower Loop,footway
-72.7353335,42.8270483,306520074,Lower Loop,footway
-72.735371,42.8269578,306520074,Lower Loop,footway
-72.7354461,42.8268948,306520074,Lower Loop,footway
-72.7355427,42.8268417,306520074,Lower Loop,footway
-72.7356419,42.8268103,306520074,Lower Loop,footway
-72.7357492,42.826824,306520074,Lower Loop,footway
-72.7358136,42.8268339,306520074,Lower Loop,footway
-72.735878,42.8268221,306520074,Lower Loop,footway
-72.7359289,42.826824,306520074,Lower Loop,footway
-72.735945,42.8268378,306520074,Lower Loop,footway
-72.7359316,42.8268535,306520074,Lower Loop,footway
-72.7359155,42.8269007,306520074,Lower Loop,footway
-72.7359316,42.8269814,306520074,Lower Loop,footway
-72.7359128,42.8270207,306520074,Lower Loop,footway
-72.7358753,42.8271565,306520074,Lower Loop,footway
-72.735835,42.8272607,306520074,Lower Loop,footway
-72.7358297,42.8273788,306520074,Lower Loop,footway
-72.735827,42.8278784,306520074,Lower Loop,footway
-72.7358216,42.8280928,306520074,Lower Loop,footway
-72.7358109,42.8283072,306520074,Lower Loop,footway
-72.7358672,42.8284685,306520074,Lower Loop,footway
-72.7358699,42.8286043,306520074,Lower Loop,footway
-72.7358404,42.8287125,306520074,Lower Loop,footway
-72.7358458,42.8289288,306520074,Lower Loop,footway
-72.7358458,42.8291393,306520074,Lower Loop,footway
-72.7358458,42.8292554,306520074,Lower Loop,footway
-72.7358699,42.8293301,306520074,Lower Loop,footway
-72.7358699,42.8293773,306520074,Lower Loop,footway
-72.7358163,42.8294246,306520074,Lower Loop,footway
-72.7357733,42.8294993,306520074,Lower Loop,footway
-72.7357707,42.8295367,306520074,Lower Loop,footway
-72.7358082,42.8296586,306520074,Lower Loop,footway
-72.735835,42.8298475,306520074,Lower Loop,footway
-72.7358404,42.8300127,306520074,Lower Loop,footway
-72.7358699,42.8301189,306520074,Lower Loop,footway
-72.7359236,42.8302389,306520074,Lower Loop,footway
-72.7359557,42.8302881,306520074,Lower Loop,footway
-72.736122,42.8305064,306520074,Lower Loop,footway
-72.736173,42.8306068,306520074,Lower Loop,footway
-72.7361864,42.8306658,306520074,Lower Loop,footway
-72.7362293,42.830829,306520074,Lower Loop,footway
-72.7362722,42.8309077,306520074,Lower Loop,footway
-72.7362722,42.8310375,306520074,Lower Loop,footway
-72.736232,42.8311634,306520074,Lower Loop,footway
-72.7362454,42.8312913,306520074,Lower Loop,footway
-72.7363312,42.8314959,306520074,Lower Loop,footway
-72.7363581,42.8315549,306520074,Lower Loop,footway
-72.7363661,42.8316394,306520074,Lower Loop,footway
-72.7363822,42.8316886,306520074,Lower Loop,footway
-72.7364037,42.8317319,306520074,Lower Loop,footway
-72.7363983,42.831785,306520074,Lower Loop,footway
-72.7363312,42.8320269,306520074,Lower Loop,footway
-72.7362803,42.8322177,306520074,Lower Loop,footway
-72.7362454,42.8322905,306520074,Lower Loop,footway
-72.7362293,42.8323495,306520074,Lower Loop,footway
-72.73635,42.8325541,306520074,Lower Loop,footway
-72.736409,42.8326269,306520074,Lower Loop,footway
-72.7364278,42.8327331,306520074,Lower Loop,footway
-72.7364519,42.832861,306520074,Lower Loop,footway
-72.7364868,42.8330222,306520074,Lower Loop,footway
-72.7364868,42.8330931,306520074,Lower Loop,footway
-72.7364439,42.8332779,306520074,Lower Loop,footway
-72.73646,42.8334255,306520074,Lower Loop,footway
-72.7364654,42.8335828,306520074,Lower Loop,footway
-72.7364975,42.8336497,306520074,Lower Loop,footway
-72.7365405,42.8337225,306520074,Lower Loop,footway
-72.736637,42.8337992,306520074,Lower Loop,footway
-72.7367631,42.8339054,306520074,Lower Loop,footway
-72.7368704,42.8339959,306520074,Lower Loop,footway
-72.7369213,42.8340706,306520074,Lower Loop,footway
-72.7370581,42.8341316,306520074,Lower Loop,footway
-72.7371681,42.8341414,306520074,Lower Loop,footway
-72.7373398,42.8341414,306520074,Lower Loop,footway
-72.7374766,42.8341591,306520074,Lower Loop,footway
-72.7377528,42.8341532,306520074,Lower Loop,footway
-72.7380264,42.8341572,306520074,Lower Loop,footway
-72.7382142,42.8341827,306520074,Lower Loop,footway
-72.7383322,42.8342044,306520074,Lower Loop,footway
-72.7383697,42.8341985,306520074,Lower Loop,footway
-72.7384073,42.8341749,306520074,Lower Loop,footway
-72.7384851,42.8341473,306520074,Lower Loop,footway
-72.7385789,42.8341218,306520074,Lower Loop,footway
-72.738654,42.8341159,306520074,Lower Loop,footway
-72.7387399,42.8341355,306520074,Lower Loop,footway
-72.7388042,42.834167,306520074,Lower Loop,footway
-72.7388793,42.8342791,306520074,Lower Loop,footway
-72.7389491,42.8344365,306520074,Lower Loop,footway
-72.7390376,42.8346135,306520074,Lower Loop,footway
-72.7391342,42.8347827,306520074,Lower Loop,footway
-72.7392146,42.834881,306520074,Lower Loop,footway
-72.7392736,42.8349321,306520074,Lower Loop,footway
-72.7394909,42.8350738,306520074,Lower Loop,footway
-72.739515,42.835121,306520074,Lower Loop,footway
-72.7395499,42.8352331,306520074,Lower Loop,footway
-72.7395365,42.8352763,306520074,Lower Loop,footway
-72.7395177,42.8355045,306520074,Lower Loop,footway
-72.7395392,42.8356265,306520074,Lower Loop,footway
-72.7395767,42.8357425,306520074,Lower Loop,footway
-72.7395579,42.8358271,306520074,Lower Loop,footway
-72.7395311,42.83589,306520074,Lower Loop,footway
-72.7394963,42.8359313,306520074,Lower Loop,footway
-72.7394694,42.83613,306520074,Lower Loop,footway
-72.7394775,42.8362775,306520074,Lower Loop,footway
-72.7395445,42.8365115,306520074,Lower Loop,footway
-72.739676,42.8368498,306520074,Lower Loop,footway
-72.7396947,42.8369698,306520074,Lower Loop,footway
-72.7397081,42.8370937,306520074,Lower Loop,footway
-72.739676,42.8373022,306520074,Lower Loop,footway
-72.739617,42.8374222,306520074,Lower Loop,footway
