X,Y,name
-72.7349392,42.8296862,Lower Loop
-72.734958,42.8296409,Lower Loop
-72.7349714,42.8295288,Lower Loop
-72.7349821,42.829395,Lower Loop
-72.735017,42.8293124,Lower Loop
-72.7350384,42.829218,Lower Loop
-72.7350652,42.8290567,Lower Loop
-72.7350652,42.8289957,Lower Loop
-72.7350277,42.8289092,Lower Loop
-72.7349714,42.8287853,Lower Loop
-72.7348748,42.8286574,Lower Loop
-72.734848,42.8286003,Lower Loop
-72.7348238,42.8285158,Lower Loop
-72.7348238,42.8284351,Lower Loop
-72.7348426,42.8282659,Lower Loop
-72.734848,42.8281381,Lower Loop
-72.7348346,42.8280594,Lower Loop
-72.734848,42.8279138,Lower Loop
-72.7348882,42.8277525,Lower Loop
-72.7349499,42.8275597,Lower Loop
-72.7350357,42.8273906,Lower Loop
-72.7351216,42.827302,Lower Loop
-72.7352637,42.8271545,Lower Loop
-72.7353335,42.8270483,Lower Loop
-72.735371,42.8269578,Lower Loop
-72.7354461,42.8268948,Lower Loop
-72.7355427,42.8268417,Lower Loop
-72.7356419,42.8268103,Lower Loop
-72.7357492,42.826824,Lower Loop
-72.7358136,42.8268339,Lower Loop
-72.735878,42.8268221,Lower Loop
-72.7359289,42.826824,Lower Loop
-72.735945,42.8268378,Lower Loop
-72.7359316,42.8268535,Lower Loop
-72.7359155,42.8269007,Lower Loop
-72.7359316,42.8269814,Lower Loop
-72.7359128,42.8270207,Lower Loop
-72.7358753,42.8271565,Lower Loop
-72.735835,42.8272607,Lower Loop
-72.7358297,42.8273788,Lower Loop
-72.735827,42.8278784,Lower Loop
-72.7358216,42.8280928,Lower Loop
-72.7358109,42.8283072,Lower Loop
-72.7358672,42.8284685,Lower Loop
-72.7358699,42.8286043,Lower Loop
-72.7358404,42.8287125,Lower Loop
-72.7358458,42.8289288,Lower Loop
-72.7358458,42.8291393,Lower Loop
-72.7358458,42.8292554,Lower Loop
-72.7358699,42.8293301,Lower Loop
-72.7358699,42.8293773,Lower Loop
-72.7358163,42.8294246,Lower Loop
-72.7357733,42.8294993,Lower Loop
-72.7357707,42.8295367,Lower Loop
-72.7358082,42.8296586,Lower Loop
-72.735835,42.8298475,Lower Loop
-72.7358404,42.8300127,Lower Loop
-72.7358699,42.8301189,Lower Loop
-72.7359236,42.8302389,Lower Loop
-72.7359557,42.8302881,Lower Loop
-72.736122,42.8305064,Lower Loop
-72.736173,42.8306068,Lower Loop
-72.7361864,42.8306658,Lower Loop
-72.7362293,42.830829,Lower Loop
-72.7362722,42.8309077,Lower Loop
-72.7362722,42.8310375,Lower Loop
-72.736232,42.8311634,Lower Loop
-72.7362454,42.8312913,Lower Loop
-72.7363312,42.8314959,Lower Loop
-72.7363581,42.8315549,Lower Loop
-72.7363661,42.8316394,Lower Loop
-72.7363822,42.8316886,Lower Loop
-72.7364037,42.8317319,Lower Loop
-72.7363983,42.831785,Lower Loop
-72.7363312,42.8320269,Lower Loop
-72.7362803,42.8322177,Lower Loop
-72.7362454,42.8322905,Lower Loop
-72.7362293,42.8323495,Lower Loop
-72.73635,42.8325541,Lower Loop
-72.736409,42.8326269,Lower Loop
-72.7364278,42.8327331,Lower Loop
-72.7364519,42.832861,Lower Loop
-72.7364868,42.8330222,Lower Loop
-72.7364868,42.8330931,Lower Loop
-72.7364439,42.8332779,Lower Loop
-72.73646,42.8334255,Lower Loop
-72.7364654,42.8335828,Lower Loop
-72.7364975,42.8336497,Lower Loop
-72.7365405,42.8337225,Lower Loop
-72.736637,42.8337992,Lower Loop
-72.7367631,42.8339054,Lower Loop
-72.7368704,42.8339959,Lower Loop
-72.7369213,42.8340706,Lower Loop
-72.7370581,42.8341316,Lower Loop
-72.7371681,42.8341414,Lower Loop
-72.7373398,42.8341414,Lower Loop
-72.7374766,42.8341591,Lower Loop
-72.7377528,42.8341532,Lower Loop
-72.7380264,42.8341572,Lower Loop
-72.7382142,42.8341827,Lower Loop
-72.7383322,42.8342044,Lower Loop
-72.7383697,42.8341985,Lower Loop
-72.7384073,42.8341749,Lower Loop
-72.7384851,42.8341473,Lower Loop
-72.7385789,42.8341218,Lower Loop
-72.738654,42.8341159,Lower Loop
-72.7387399,42.8341355,Lower Loop
-72.7388042,42.834167,Lower Loop
-72.7388793,42.8342791,Lower Loop
-72.7389491,42.8344365,Lower Loop
-72.7390376,42.8346135,Lower Loop
-72.7391342,42.8347827,Lower Loop
-72.7392146,42.834881,Lower Loop
-72.7392736,42.8349321,Lower Loop
-72.7394909,42.8350738,Lower Loop
-72.739515,42.835121,Lower Loop
-72.7395499,42.8352331,Lower Loop
-72.7395365,42.8352763,Lower Loop
-72.7395177,42.8355045,Lower Loop
-72.7395392,42.8356265,Lower Loop
-72.7395767,42.8357425,Lower Loop
-72.7395579,42.8358271,Lower Loop
-72.7395311,42.83589,Lower Loop
-72.7394963,42.8359313,Lower Loop
-72.7394694,42.83613,Lower Loop
-72.7394775,42.8362775,Lower Loop
-72.7395445,42.8365115,Lower Loop
-72.739676,42.8368498,Lower Loop
-72.7396947,42.8369698,Lower Loop
-72.7397081,42.8370937,Lower Loop
-72.739676,42.8373022,Lower Loop
-72.739617,42.8374222,Lower Loop
-72.7270064,42.8392036,cot2oaks
-72.7270788,42.8393354,cot2oaks
-72.7271352,42.8394278,cot2oaks
-72.7272988,42.8395006,cot2oaks
-72.7274999,42.8395124,cot2oaks
-72.7276206,42.8395439,cot2oaks
-72.7276931,42.8396088,cot2oaks
-72.7277119,42.8396381,cot2oaks
-72.7277333,42.8396717,cot2oaks
-72.7278915,42.8397681,cot2oaks
-72.727972,42.8398271,cot2oaks
-72.7280042,42.8398939,cot2oaks
-72.7280122,42.8399706,cot2oaks
-72.7279747,42.8400906,cot2oaks
-72.7279532,42.8402126,cot2oaks
-72.7279506,42.8402952,cot2oaks
-72.7279559,42.8403856,cot2oaks
-72.7279827,42.8404722,cot2oaks
-72.727964,42.8405587,cot2oaks
-72.7279532,42.8406511,cot2oaks
-72.727972,42.840775,cot2oaks
-72.7279881,42.8408458,cot2oaks
-72.7280149,42.8408989,cot2oaks
-72.7280391,42.8409363,cot2oaks
-72.7280739,42.8409461,cot2oaks
-72.7281061,42.8409461,cot2oaks
-72.7281356,42.8409343,cot2oaks
-72.7281678,42.8409088,cot2oaks
-72.728208,42.8408557,cot2oaks
-72.7282456,42.840777,cot2oaks
-72.7283207,42.8407377,cot2oaks
-72.7284468,42.8407141,cot2oaks
-72.7285889,42.8407042,cot2oaks
-72.728715,42.8407062,cot2oaks
-72.7287499,42.840718,cot2oaks
-72.7287659,42.8407357,cot2oaks
-72.7287633,42.8407652,cot2oaks
-72.7287284,42.8408065,cot2oaks
-72.728664,42.8408557,cot2oaks
-72.7285996,42.8409717,cot2oaks
-72.7285648,42.8411035,cot2oaks
-72.7285675,42.8411881,cot2oaks
-72.7285996,42.8412982,cot2oaks
-72.7286908,42.8414162,cot2oaks
-72.7288008,42.8415224,cot2oaks
-72.7288625,42.8416168,cot2oaks
-72.7288813,42.8417053,cot2oaks
-72.7289081,42.8417958,cot2oaks
-72.7289269,42.8418862,cot2oaks
-72.7289161,42.8419472,cot2oaks
-72.7289564,42.8420809,cot2oaks
-72.7290556,42.8422324,cot2oaks
-72.729128,42.8423327,cot2oaks
-72.7291575,42.842431,cot2oaks
-72.7292166,42.8425588,cot2oaks
-72.7293078,42.8427004,cot2oaks
-72.7293131,42.8428086,cot2oaks
-72.7293078,42.8429443,cot2oaks
-72.7293319,42.8430092,cot2oaks
-72.7293721,42.8430643,cot2oaks
-72.7294526,42.843139,cot2oaks
-72.729517,42.8431803,cot2oaks
-72.7297047,42.8432688,cot2oaks
-72.7297771,42.8433219,cot2oaks
-72.7298254,42.8433789,cot2oaks
-72.7298872,42.8434604,cot2oaks
-72.7277119,42.8396381,cot2lot
-72.7277843,42.8396186,cot2lot
-72.7278835,42.8396009,cot2lot
-72.7280257,42.839597,cot2lot
-72.7281356,42.8395832,cot2lot
-72.7282483,42.8395281,cot2lot
-72.7283422,42.8394475,cot2lot
-72.7284682,42.8393334,cot2lot
-72.7285594,42.8392882,cot2lot
-72.728715,42.8392843,cot2lot
-72.7288223,42.8392862,cot2lot
-72.7289376,42.8392784,cot2lot
-72.7290368,42.8392646,cot2lot
-72.7291146,42.8392725,cot2lot
-72.7291629,42.8392941,cot2lot
-72.7291978,42.8393354,cot2lot
-72.7292327,42.8394003,cot2lot
-72.7292192,42.8395321,cot2lot
-72.7291817,42.8396973,cot2lot
-72.7291415,42.839833,cot2lot
-72.7291522,42.8398762,cot2lot
-72.7291441,42.8399038,cot2lot
-72.7290878,42.8399254,cot2lot
-72.7290529,42.8399588,cot2lot
-72.7290315,42.8400395,cot2lot
-72.729002,42.8401142,cot2lot
-72.7289081,42.8402539,cot2lot
-72.728825,42.8404427,cot2lot
-72.728774,42.8405272,cot2lot
-72.7287874,42.8406059,cot2lot
-72.7288598,42.8407023,cot2lot
-72.7289376,42.8407672,cot2lot
-72.7290342,42.8408557,cot2lot
-72.7291307,42.8409029,cot2lot
-72.7291844,42.8409107,cot2lot
-72.7292648,42.8409068,cot2lot
-72.7294016,42.8409166,cot2lot
-72.7294928,42.8409088,cot2lot
-72.7296001,42.840895,cot2lot
-72.7296994,42.8409166,cot2lot
-72.7297637,42.8409717,cot2lot
-72.729804,42.8410327,cot2lot
-72.7298791,42.8410622,cot2lot
-72.7299729,42.841074,cot2lot
-72.7301285,42.8410858,cot2lot
-72.7302975,42.8410779,cot2lot
-72.7303914,42.8410937,cot2lot
-72.7304799,42.8411291,cot2lot
-72.730563,42.8412018,cot2lot
-72.7306703,42.841249,cot2lot
-72.7307722,42.841312,cot2lot
-72.7308956,42.8413316,cot2lot
-72.7309734,42.8413277,cot2lot
-72.7310539,42.8412903,cot2lot
-72.7310968,42.8412294,cot2lot
-72.7311397,42.841194,cot2lot
-72.7312148,42.8411586,cot2lot
-72.7313114,42.8411409,cot2lot
-72.7313972,42.841133,cot2lot
-72.7315447,42.8411212,cot2lot
-72.731644,42.8410897,cot2lot
-72.7316811,42.8410768,cot2lot
-72.7318854,42.8410768,cot2lot
-72.7319551,42.8409992,cot2lot
-72.7320865,42.8408596,cot2lot
-72.7321777,42.8407475,cot2lot
-72.7322555,42.8406688,cot2lot
-72.7323601,42.8406118,cot2lot
-72.7324728,42.8405784,cot2lot
-72.7325666,42.8405272,cot2lot
